0,347.330960
1,347.354406
2,347.384087
3,347.415087
4,347.446157
5,347.477128
6,347.508144
7,347.539433
8,347.571254
9,347.603889
10,347.637645
11,347.672866
12,347.709950
13,347.749356
14,347.791633
15,347.837436
16,347.887562
17,347.943001
18,348.005036
19,348.075484
20,348.157376
21,348.257046
22,348.390753
23,348.606025
24,349.050850
25,350.198382
26,350.573800
27,350.712234
28,350.831033
29,350.950776
30,351.053822
31,351.137060
32,351.201183
33,351.247534
34,351.277209
35,351.290826
36,351.288477
37,351.269745
38,351.233800
39,351.179787
40,351.108239
41,351.025948
42,350.932503
43,350.730610
44,349.629355
45,349.302095
46,349.340574
47,349.852112
48,349.923201
49,349.940452
50,349.956531
51,349.967593
52,349.973081
53,349.973244
54,349.968433
55,349.958907
56,349.944793
57,349.926078
58,349.902622
59,349.874191
60,349.840578
61,349.802009
62,349.760541
63,349.724687
64,347.326398
65,347.350226
66,347.380555
67,347.412346
68,347.444289
69,347.476184
70,347.508160
71,347.540440
72,347.573284
73,347.606977
74,347.641831
75,347.678199
76,347.716486
77,347.757166
78,347.800800
79,347.848063
80,347.899772
81,347.956943
82,348.020890
83,348.093468
84,348.177753
85,348.280134
86,348.416954
87,348.635921
88,349.085574
89,350.241222
90,350.618937
91,350.759942
92,350.881904
93,351.004911
94,351.110809
95,351.196390
96,351.262352
97,351.310059
98,351.340633
99,351.354704
100,351.352371
101,351.333211
102,351.296384
103,351.241036
104,351.167741
105,351.083513
106,350.988243
107,350.785645
108,349.680014
109,349.350601
110,349.387937
111,349.898945
112,349.970027
113,349.987471
114,350.003759
115,350.014959
116,350.020474
117,350.020541
118,350.015505
119,350.005626
120,349.991028
121,349.971693
122,349.947477
123,349.918136
124,349.883450
125,349.843643
126,349.800810
127,349.763703
128,347.321742
129,347.345888
130,347.376836
131,347.409456
132,347.442360
133,347.475307
134,347.508399
135,347.541848
136,347.575908
137,347.610863
138,347.647031
139,347.684769
140,347.724494
141,347.766690
142,347.811933
143,347.860917
144,347.914481
145,347.973670
146,348.039829
147,348.114850
148,348.201856
149,348.307294
150,348.447595
151,348.670668
152,349.125670
153,350.290063
154,350.669977
155,350.813366
156,350.938473
157,351.064878
158,351.173836
159,351.261979
160,351.329981
161,351.379219
162,351.410830
163,351.425459
164,351.423210
165,351.403661
166,351.365973
167,351.309309
168,351.234323
169,351.148292
170,351.051416
171,350.848231
172,349.738334
173,349.406665
174,349.442666
175,349.952751
176,350.023782
177,350.041272
178,350.057637
179,350.068870
180,350.074325
181,350.074210
182,350.068859
183,350.058523
184,350.043321
185,350.023233
186,349.998102
187,349.967675
188,349.931724
189,349.890472
190,349.846077
191,349.807596
192,347.317963
193,347.342337
194,347.373774
195,347.407091
196,347.440845
197,347.474749
198,347.508879
199,347.543430
200,347.578646
201,347.614809
202,347.652233
203,347.691282
204,347.732376
205,347.776009
206,347.822768
207,347.873361
208,347.928644
209,347.989684
210,348.057851
211,348.135066
212,348.224486
213,348.332602
214,348.475916
215,348.702501
216,349.162019
217,350.333623
218,350.715264
219,350.860489
220,350.988093
221,351.117269
222,351.228777
223,351.319096
224,351.388861
225,351.439449
226,351.472006
227,351.487186
228,351.485098
229,351.465324
230,351.427034
231,351.369417
232,351.293205
233,351.205888
234,351.107891
235,350.904294
236,349.791233
237,349.457797
238,349.492650
239,350.001777
240,350.072748
241,350.090169
242,350.106476
243,350.117626
244,350.122929
245,350.122569
246,350.116860
247,350.106046
248,350.090239
249,350.069411
250,350.043399
251,350.011941
252,349.974800
253,349.932209
254,349.886392
255,349.846689
256,347.315113
257,347.339653
258,347.371466
259,347.405343
260,347.439802
261,347.474523
262,347.509556
263,347.545076
264,347.581318
265,347.618554
266,347.657097
267,347.697309
268,347.739611
269,347.784503
270,347.832577
271,347.884548
272,347.941286
273,348.003869
274,348.073684
275,348.152670
276,348.244007
277,348.354214
278,348.499840
279,348.729076
280,349.191948
281,350.368808
282,350.751684
283,350.898207
284,351.027598
285,351.158792
286,351.272186
287,351.364146
288,351.435270
289,351.486930
290,351.520273
291,351.535961
292,351.534104
293,351.514291
294,351.475700
295,351.417541
296,351.340604
297,351.252517
298,351.153848
299,350.950000
300,349.834941
301,349.500339
302,349.534373
303,350.042721
304,350.113638
305,350.130940
306,350.147111
307,350.158098
308,350.163188
309,350.162540
310,350.156459
311,350.145178
312,350.128802
313,350.107300
314,350.080501
315,350.048138
316,350.009970
317,349.966240
318,349.919232
319,349.878523
320,347.313038
321,347.337704
322,347.369808
323,347.404132
324,347.439168
325,347.474569
326,347.510364
327,347.546712
328,347.583833
329,347.621991
330,347.661492
331,347.702695
332,347.746018
333,347.791960
334,347.841114
335,347.894199
336,347.952087
337,348.015862
338,348.086917
339,348.167201
340,348.259905
341,348.371563
342,348.518750
343,348.749730
344,349.214758
345,350.394939
346,350.778587
347,350.925916
348,351.056425
349,351.188896
350,351.303507
351,351.396551
352,351.468604
353,351.521032
354,351.554984
355,351.571122
356,351.569561
357,351.549888
358,351.511286
359,351.452979
360,351.375782
361,351.287391
362,351.188438
363,350.984477
364,349.868495
365,349.533319
366,349.566902
367,350.074750
368,350.145630
369,350.162805
370,350.178806
371,350.189589
372,350.194428
373,350.193472
374,350.187018
375,350.175294
376,350.158403
377,350.136309
378,350.108840
379,350.075723
380,350.036718
381,349.992076
382,349.944134
383,349.902647
384,347.311561
385,347.336327
386,347.368662
387,347.403343
388,347.438848
389,347.474809
390,347.511238
391,347.548277
392,347.586134
393,347.625063
394,347.665360
395,347.707378
396,347.751529
397,347.798305
398,347.848298
399,347.902221
400,347.960943
401,348.025545
402,348.097420
403,348.178516
404,348.272023
405,348.384478
406,348.532469
407,348.764290
408,349.230295
409,350.411920
410,350.795900
411,350.943571
412,351.074561
413,351.207592
414,351.322763
415,351.416337
416,351.488886
417,351.541774
418,351.576153
419,351.592681
420,351.591473
421,351.572114
422,351.533785
423,351.475703
424,351.398685
425,351.310417
426,351.211538
427,351.007592
428,349.891691
429,349.556514
430,349.590027
431,350.097695
432,350.168557
433,350.185616
434,350.201440
435,350.211997
436,350.216563
437,350.215288
438,350.208468
439,350.196334
440,350.178987
441,350.156391
442,350.128375
443,350.094665
444,350.055022
445,350.009708
446,349.961092
447,349.919058
448,347.310533
449,347.335379
450,347.367898
451,347.402867
452,347.438750
453,347.475168
454,347.512114
455,347.549720
456,347.588179
457,347.627733
458,347.668671
459,347.711331
460,347.756119
461,347.803518
462,347.854108
463,347.908592
464,347.967832
465,348.032896
466,348.105167
467,348.186582
468,348.280322
469,348.392916
470,348.540945
471,348.772693
472,349.238489
473,350.419676
474,350.803550
475,350.951101
476,351.081934
477,351.214811
478,351.329878
479,351.423424
480,351.496030
481,351.549067
482,351.583686
483,351.600544
484,351.599751
485,351.580885
486,351.543114
487,351.485638
488,351.409235
489,351.321519
490,351.223069
491,351.019266
492,349.904451
493,349.569847
494,349.603677
495,350.111494
496,350.182358
497,350.199318
498,350.214961
499,350.225272
500,350.229544
501,350.227939
502,350.220762
503,350.208248
504,350.190505
505,350.167500
506,350.139063
507,350.104925
508,350.064849
509,350.019104
510,349.970081
511,349.927731
512,347.309829
513,347.334741
514,347.367408
515,347.402607
516,347.438793
517,347.475577
518,347.512940
519,347.550998
520,347.589935
521,347.629980
522,347.671408
523,347.714546
524,347.759787
525,347.807601
526,347.858552
527,347.913329
528,347.972773
529,348.037935
530,348.110178
531,348.191416
532,348.284811
533,348.396869
534,348.544146
535,348.774871
536,349.239212
537,350.417979
538,350.801281
539,350.948226
540,351.078230
541,351.210199
542,351.324470
543,351.417405
544,351.489616
545,351.542481
546,351.577153
547,351.594285
548,351.593978
549,351.575799
550,351.538896
551,351.482434
552,351.407123
553,351.320423
554,351.222788
555,351.019266
556,349.906625
557,349.573208
558,349.607753
559,350.116035
560,350.186918
561,350.203780
562,350.219220
563,350.229250
564,350.233194
565,350.231237
566,350.223701
567,350.210835
568,350.192753
569,350.169430
570,350.140700
571,350.106300
572,350.065998
573,350.020069
574,349.970910
575,349.928482
576,347.309352
577,347.334318
578,347.367103
579,347.402484
580,347.438910
581,347.475982
582,347.513670
583,347.552080
584,347.591381
585,347.631790
586,347.673569
587,347.717030
588,347.762550
589,347.810580
590,347.861665
591,347.916471
592,347.975815
593,348.040718
594,348.112509
595,348.193072
596,348.285529
597,348.396350
598,348.542038
599,348.770716
600,349.232238
601,350.406385
602,350.788601
603,350.934393
604,351.062823
605,351.193055
606,351.305774
607,351.397473
608,351.468807
609,351.521167
610,351.555701
611,351.573056
612,351.573323
613,351.556054
614,351.520373
615,351.465395
616,351.391726
617,351.306586
618,351.210221
619,351.007144
620,349.897938
621,349.566398
622,349.602075
623,350.111099
624,350.182014
625,350.198747
626,350.213921
627,350.223599
628,350.227150
629,350.224798
630,350.216889
631,350.203687
632,350.185317
633,350.161761
634,350.132864
635,350.098369
636,350.058052
637,350.012191
638,349.963177
639,349.920914
640,347.309028
641,347.334035
642,347.366913
643,347.402434
644,347.439045
645,347.476337
646,347.514271
647,347.552941
648,347.592504
649,347.633163
650,347.675163
651,347.718803
652,347.764437
653,347.812496
654,347.863501
655,347.918087
656,347.977035
657,348.041329
658,348.112252
659,348.191637
660,348.282551
661,348.391396
662,348.534590
663,348.760081
664,349.217233
665,350.384227
666,350.764754
667,350.908752
668,351.034739
669,351.162283
670,351.272605
671,351.362381
672,351.432321
673,351.483824
674,351.518028
675,351.535566
676,351.536517
677,351.520420
678,351.486375
679,351.433440
680,351.362080
681,351.279173
682,351.184651
683,350.982219
684,349.877985
685,349.549134
686,349.586386
687,350.096362
688,350.167313
689,350.183827
690,350.198604
691,350.207796
692,350.210846
693,350.208025
694,350.199706
695,350.186170
696,350.167554
697,350.143848
698,350.114904
699,350.080479
700,350.040359
701,349.994826
702,349.946246
703,349.904408
704,347.308796
705,347.333835
706,347.366782
707,347.402409
708,347.439157
709,347.476610
710,347.514719
711,347.553567
712,347.593300
713,347.634105
714,347.676211
715,347.719896
716,347.765495
717,347.813412
718,347.864135
719,347.918265
720,347.976540
721,348.039891
722,348.109541
723,348.187248
724,348.275996
725,348.382083
726,348.521782
727,348.742782
728,349.193757
729,350.350635
730,350.728752
731,350.870171
732,350.992670
733,351.116415
734,351.223378
735,351.310475
736,351.378469
737,351.428749
738,351.462428
739,351.480118
740,351.481887
741,351.467266
742,351.435343
743,351.385121
744,351.316899
745,351.237083
746,351.145154
747,350.943625
748,349.846250
749,349.521060
750,349.560371
751,350.071429
752,350.142405
753,350.158513
754,350.172659
755,350.181150
756,350.183532
757,350.180128
758,350.171340
759,350.157458
760,350.138627
761,350.114843
762,350.085969
763,350.051775
764,350.012063
765,349.967121
766,349.919277
767,349.878138
768,347.308610
769,347.333673
770,347.366670
771,347.402371
772,347.439215
773,347.476777
774,347.515000
775,347.553956
776,347.593778
777,347.634636
778,347.676743
779,347.720357
780,347.765785
781,347.813403
782,347.863664
783,347.917125
784,347.974470
785,348.036567
786,348.104557
787,348.180101
